Name,Elo
mercedes,2278.61
ferrari,2141.74
red_bull,2321.15
force_india,1903.07
renault,1911.88
mclaren,2014.51
haas,1792.65
toro_rosso,1907.25
williams,1865.97
sauber,1921.1
alfa,1901.2
racing_point,1895.47
alphatauri,1761.17
aston_martin,1944.18
alpine,1838.91
rb,1702.09
