Driver,Team,Q1,Q2,Q3,Start,Finish,Track,Rain,D_Elo,T_Elo,Race_Id 
ricciardo,rb,71.943,nan,nan,13.0,12.0,Dutch Grand Prix,False,1373.7,1798.46,138
stroll,aston_martin,71.518,70.661,70.857,8.0,13.0,Dutch Grand Prix,False,1434.95,1966.1,138
albon,williams,nan,70.768,70.653,19.0,14.0,Dutch Grand Prix,False,1266.2,1853.82,138
ocon,alpine,71.995,nan,nan,15.0,15.0,Dutch Grand Prix,False,1317.48,1865.12,138
sargeant,williams,nan,nan,nan,18.0,16.0,Dutch Grand Prix,False,1181.0,1854.93,138
tsunoda,rb,71.603,70.955,nan,11.0,17.0,Dutch Grand Prix,False,1171.88,1794.19,138
kevin_magnussen,haas,71.63,71.295,nan,20.0,18.0,Dutch Grand Prix,False,1133.5,1699.31,138
bottas,sauber,72.168,nan,nan,16.0,19.0,Dutch Grand Prix,False,1261.05,1877.65,138
zhou,sauber,73.261,nan,nan,17.0,20.0,Dutch Grand Prix,False,1202.94,1875.15,138
leclerc,ferrari,80.074,80.007,79.461,4.0,1.0,Italian Grand Prix,False,1231.12,2079.87,139
piastri,mclaren,80.076,79.808,79.436,2.0,2.0,Italian Grand Prix,False,1199.36,1981.98,139
norris,mclaren,79.911,79.727,79.327,1.0,3.0,Italian Grand Prix,False,1220.75,1982.08,139
sainz,ferrari,80.149,79.799,79.467,5.0,4.0,Italian Grand Prix,False,1336.57,2081.11,139
hamilton,mercedes,80.477,79.641,79.513,6.0,5.0,Italian Grand Prix,False,1566.09,2239.31,139
max_verstappen,red_bull,80.226,79.662,80.022,7.0,6.0,Italian Grand Prix,False,1526.86,2264.27,139
russell,mercedes,80.169,79.877,79.44,3.0,7.0,Italian Grand Prix,False,1169.91,2237.07,139
perez,red_bull,80.598,80.216,80.062,8.0,8.0,Italian Grand Prix,False,1437.0,2264.55,139
albon,williams,80.542,80.314,80.299,9.0,9.0,Italian Grand Prix,False,1266.63,1855.25,139
kevin_magnussen,haas,80.856,80.698,nan,13.0,10.0,Italian Grand Prix,False,1137.35,1702.2,139
alonso,aston_martin,80.617,80.421,nan,11.0,11.0,Italian Grand Prix,False,1381.8,1966.56,139
colapinto,williams,81.061,nan,nan,18.0,12.0,Italian Grand Prix,False,1966.56,1859.51,139
ricciardo,rb,80.901,80.479,nan,12.0,13.0,Italian Grand Prix,False,1373.33,1793.91,139
ocon,alpine,80.764,80.766,nan,15.0,14.0,Italian Grand Prix,False,1318.99,1866.25,139
gasly,alpine,80.748,80.738,nan,14.0,15.0,Italian Grand Prix,False,1248.56,1865.93,139
bottas,sauber,81.101,nan,nan,19.0,16.0,Italian Grand Prix,False,1263.02,1876.63,139
hulkenberg,haas,80.781,80.411,80.339,10.0,17.0,Italian Grand Prix,False,1185.87,1697.07,139
zhou,sauber,81.445,nan,nan,20.0,18.0,Italian Grand Prix,False,1203.23,1876.85,139
stroll,aston_martin,81.013,nan,nan,17.0,19.0,Italian Grand Prix,False,1432.68,1964.85,139
tsunoda,rb,80.945,nan,nan,16.0,nan,Italian Grand Prix,False,1167.86,1790.9,139
piastri,mclaren,103.033,102.598,101.686,2.0,1.0,Azerbaijan Grand Prix,False,1202.1,1984.13,140
leclerc,ferrari,102.775,102.056,101.365,1.0,2.0,Azerbaijan Grand Prix,False,1232.3,2082.0,140
russell,mercedes,103.139,102.329,101.874,5.0,3.0,Azerbaijan Grand Prix,False,1172.61,2239.09,140
norris,mclaren,103.609,nan,nan,15.0,4.0,Azerbaijan Grand Prix,False,1232.79,1993.16,140
max_verstappen,red_bull,103.097,102.042,102.023,6.0,5.0,Azerbaijan Grand Prix,False,1528.34,2265.66,140
alonso,aston_martin,103.472,102.426,102.369,7.0,6.0,Azerbaijan Grand Prix,False,1383.21,1965.91,140
albon,williams,102.899,102.84,102.859,9.0,7.0,Azerbaijan Grand Prix,False,1269.17,1861.41,140
colapinto,williams,103.138,102.473,102.53,8.0,8.0,Azerbaijan Grand Prix,False,1200.37,1861.69,140
hamilton,mercedes,103.089,102.765,102.289,19.0,9.0,Azerbaijan Grand Prix,False,1575.43,2246.1,140
bearman,haas,103.471,102.968,nan,10.0,10.0,Azerbaijan Grand Prix,False,1200.53,1697.46,140
hulkenberg,haas,103.101,103.191,nan,12.0,11.0,Azerbaijan Grand Prix,False,1187.61,1698.76,140
gasly,alpine,nan,103.179,nan,18.0,12.0,Azerbaijan Grand Prix,False,1254.24,1870.19,140
ricciardo,rb,103.547,nan,nan,14.0,13.0,Azerbaijan Grand Prix,False,1375.0,1792.16,140
zhou,sauber,104.246,nan,nan,17.0,14.0,Azerbaijan Grand Prix,False,1206.22,1879.09,140
ocon,alpine,104.504,nan,nan,20.0,15.0,Azerbaijan Grand Prix,False,1322.43,1872.77,140
bottas,sauber,103.618,nan,nan,16.0,16.0,Azerbaijan Grand Prix,False,1263.22,1879.24,140
perez,red_bull,103.213,102.263,101.813,4.0,17.0,Azerbaijan Grand Prix,False,1421.02,2253.67,140
sainz,ferrari,103.357,102.503,101.805,3.0,18.0,Azerbaijan Grand Prix,False,1319.9,2069.5,140
stroll,aston_martin,103.37,103.404,nan,13.0,19.0,Azerbaijan Grand Prix,False,1426.0,1960.9,140
tsunoda,rb,103.337,103.035,nan,11.0,nan,Azerbaijan Grand Prix,False,1159.01,1785.52,140
norris,mclaren,90.002,90.007,89.525,1.0,1.0,Singapore Grand Prix,False,1235.03,1994.84,141
max_verstappen,red_bull,90.157,89.68,89.728,2.0,2.0,Singapore Grand Prix,False,1530.02,2254.93,141
piastri,mclaren,90.258,89.64,89.953,5.0,3.0,Singapore Grand Prix,False,1204.8,1996.86,141
russell,mercedes,90.811,90.153,89.867,4.0,4.0,Singapore Grand Prix,False,1173.47,2246.74,141
leclerc,ferrari,90.786,89.747,nan,9.0,5.0,Singapore Grand Prix,False,1236.94,2072.98,141
hamilton,mercedes,90.393,89.929,89.841,3.0,6.0,Singapore Grand Prix,False,1573.49,2245.29,141
sainz,ferrari,90.67,90.108,nan,10.0,7.0,Singapore Grand Prix,False,1323.58,2075.74,141
alonso,aston_martin,90.684,90.45,90.214,7.0,8.0,Singapore Grand Prix,False,1382.52,1960.38,141
hulkenberg,haas,90.724,90.15,90.115,6.0,9.0,Singapore Grand Prix,False,1184.88,1696.72,141
perez,red_bull,90.624,90.579,nan,13.0,10.0,Singapore Grand Prix,False,1424.87,2257.82,141
colapinto,williams,90.704,90.481,nan,12.0,11.0,Singapore Grand Prix,False,1202.11,1862.99,141
tsunoda,rb,90.716,90.289,90.354,8.0,12.0,Singapore Grand Prix,False,1155.17,1782.64,141
ocon,alpine,90.958,90.769,nan,15.0,13.0,Singapore Grand Prix,False,1324.99,1874.69,141
stroll,aston_martin,91.094,nan,nan,17.0,14.0,Singapore Grand Prix,False,1428.99,1962.62,141
zhou,sauber,92.054,nan,nan,20.0,15.0,Singapore Grand Prix,False,1209.66,1881.82,141
bottas,sauber,91.572,nan,nan,19.0,16.0,Singapore Grand Prix,False,1265.19,1883.3,141
gasly,alpine,91.312,nan,nan,18.0,17.0,Singapore Grand Prix,False,1254.66,1875.01,141
ricciardo,rb,91.085,nan,nan,16.0,18.0,Singapore Grand Prix,False,1373.09,1781.21,141
kevin_magnussen,haas,90.829,90.653,nan,14.0,19.0,Singapore Grand Prix,False,1131.66,1692.45,141
albon,williams,90.679,90.474,nan,11.0,nan,Singapore Grand Prix,False,1260.32,1856.35,141
leclerc,ferrari,93.241,92.962,92.74,4.0,1.0,United States Grand Prix,False,1241.06,2080.32,142
sainz,ferrari,93.556,92.836,92.652,3.0,2.0,United States Grand Prix,False,1328.1,2082.03,142
max_verstappen,red_bull,93.046,92.584,92.361,2.0,3.0,United States Grand Prix,False,1531.99,2260.27,142
norris,mclaren,93.616,92.851,92.33,1.0,4.0,United States Grand Prix,False,1235.26,1999.53,142
piastri,mclaren,93.864,93.057,92.95,5.0,5.0,United States Grand Prix,False,1209.3,1999.98,142
russell,mercedes,93.536,93.142,92.974,20.0,6.0,United States Grand Prix,False,1185.51,2254.96,142
perez,red_bull,93.611,93.02,nan,9.0,7.0,United States Grand Prix,False,1429.05,2262.17,142
hulkenberg,haas,93.601,93.544,nan,11.0,8.0,United States Grand Prix,False,1187.66,1695.18,142
lawson,rb,93.339,nan,nan,19.0,9.0,United States Grand Prix,False,1209.33,1787.31,142
colapinto,williams,94.062,nan,nan,15.0,10.0,United States Grand Prix,False,1206.88,1860.55,142
kevin_magnussen,haas,93.564,93.474,93.481,8.0,11.0,United States Grand Prix,False,1129.72,1693.09,142
gasly,alpine,93.55,93.162,93.018,6.0,12.0,United States Grand Prix,False,1247.93,1870.8,142
alonso,aston_martin,93.973,93.429,93.309,7.0,13.0,United States Grand Prix,False,1374.42,1956.99,142
tsunoda,rb,93.795,93.506,nan,10.0,14.0,United States Grand Prix,False,1150.49,1784.55,142
stroll,aston_martin,94.033,93.759,nan,13.0,15.0,United States Grand Prix,False,1427.99,1955.93,142
albon,williams,94.051,nan,nan,14.0,16.0,United States Grand Prix,False,1259.64,1859.44,142
bottas,sauber,94.152,nan,nan,16.0,17.0,United States Grand Prix,False,1262.69,1881.1,142
ocon,alpine,93.986,93.597,nan,12.0,18.0,United States Grand Prix,False,1320.52,1866.58,142
zhou,sauber,94.228,nan,nan,18.0,19.0,United States Grand Prix,False,1207.27,1879.84,142
hamilton,mercedes,94.154,nan,nan,17.0,nan,United States Grand Prix,False,1571.01,2252.46,142
sainz,ferrari,76.778,76.515,75.946,1.0,1.0,Mexico City Grand Prix,False,1330.34,2083.71,143
norris,mclaren,76.505,76.301,76.26,3.0,2.0,Mexico City Grand Prix,False,1237.53,2001.69,143
leclerc,ferrari,76.972,76.641,76.265,4.0,3.0,Mexico City Grand Prix,False,1242.97,2085.14,143
hamilton,mercedes,77.306,76.973,76.651,6.0,4.0,Mexico City Grand Prix,False,1573.55,2254.36,143
russell,mercedes,77.194,76.937,76.356,5.0,5.0,Mexico City Grand Prix,False,1186.1,2254.81,143
max_verstappen,red_bull,76.803,76.514,76.171,2.0,6.0,Mexico City Grand Prix,False,1529.46,2260.27,143
kevin_magnussen,haas,77.125,77.003,76.886,7.0,7.0,Mexico City Grand Prix,False,1130.08,1693.36,143
piastri,mclaren,77.597,nan,nan,17.0,8.0,Mexico City Grand Prix,False,1218.6,2008.67,143
hulkenberg,haas,77.186,76.995,77.365,10.0,9.0,Mexico City Grand Prix,False,1189.24,1694.54,143
gasly,alpine,77.149,77.048,76.892,8.0,10.0,Mexico City Grand Prix,False,1246.19,1865.28,143
stroll,aston_martin,77.407,77.294,nan,14.0,11.0,Mexico City Grand Prix,False,1431.77,1958.76,143
colapinto,williams,77.558,nan,nan,16.0,12.0,Mexico City Grand Prix,False,1211.29,1862.74,143
ocon,alpine,77.617,nan,nan,0.0,13.0,Mexico City Grand Prix,False,1309.71,1857.17,143
bottas,sauber,77.393,77.817,nan,15.0,14.0,Mexico City Grand Prix,False,1264.2,1880.97,143
zhou,sauber,78.072,nan,nan,19.0,15.0,Mexico City Grand Prix,False,1210.3,1883.24,143
lawson,rb,77.38,77.162,nan,12.0,16.0,Mexico City Grand Prix,False,1205.8,1781.9,143
perez,red_bull,77.611,nan,nan,18.0,17.0,Mexico City Grand Prix,False,1429.47,2260.59,143
alonso,aston_martin,77.307,77.168,nan,13.0,nan,Mexico City Grand Prix,False,1367.74,1953.75,143
albon,williams,77.189,76.988,77.065,9.0,nan,Mexico City Grand Prix,False,1248.49,1854.38,143
tsunoda,rb,77.182,77.129,nan,11.0,nan,Mexico City Grand Prix,False,1141.64,1775.26,143
max_verstappen,red_bull,88.522,87.771,nan,17.0,1.0,S�o Paulo Grand Prix,True,1550.16,2279.68,144
ocon,alpine,89.171,86.206,84.475,4.0,2.0,S�o Paulo Grand Prix,True,1315.95,1862.07,144
gasly,alpine,89.42,89.614,nan,13.0,3.0,S�o Paulo Grand Prix,True,1259.94,1872.17,144
russell,mercedes,89.121,86.307,83.578,2.0,4.0,S�o Paulo Grand Prix,True,1185.94,2255.06,144
leclerc,ferrari,89.839,86.097,84.525,6.0,5.0,S�o Paulo Grand Prix,True,1245.73,2087.57,144
norris,mclaren,90.944,84.844,83.405,1.0,6.0,S�o Paulo Grand Prix,True,1236.09,2008.3,144
tsunoda,rb,89.172,86.464,84.111,3.0,7.0,S�o Paulo Grand Prix,True,1139.6,1773.32,144
piastri,mclaren,90.114,84.686,84.686,8.0,8.0,S�o Paulo Grand Prix,True,1219.99,2008.63,144
lawson,rb,90.758,85.654,84.484,5.0,9.0,S�o Paulo Grand Prix,True,1200.91,1770.07,144
hamilton,mercedes,91.15,nan,nan,14.0,10.0,S�o Paulo Grand Prix,True,1579.85,2259.41,144
perez,red_bull,90.035,88.158,nan,12.0,11.0,S�o Paulo Grand Prix,True,1436.31,2281.24,144
bearman,haas,91.229,nan,nan,15.0,12.0,S�o Paulo Grand Prix,True,1201.92,1690.94,144
bottas,sauber,90.633,86.472,nan,11.0,13.0,S�o Paulo Grand Prix,True,1261.94,1882.34,144
alonso,aston_martin,90.207,88.998,88.998,9.0,14.0,S�o Paulo Grand Prix,True,1361.44,1948.31,144
zhou,sauber,92.263,nan,nan,19.0,15.0,S�o Paulo Grand Prix,True,1215.0,1885.06,144
sainz,ferrari,90.303,89.406,nan,20.0,nan,S�o Paulo Grand Prix,True,1328.64,2085.93,144
colapinto,williams,91.27,nan,nan,16.0,nan,S�o Paulo Grand Prix,True,1208.65,1852.04,144
albon,williams,89.072,84.657,84.657,7.0,nan,S�o Paulo Grand Prix,True,1247.99,1852.04,144
stroll,aston_martin,90.58,86.334,nan,10.0,nan,S�o Paulo Grand Prix,True,1430.82,1948.31,144
hulkenberg,haas,91.623,nan,nan,18.0,nan,S�o Paulo Grand Prix,True,1183.05,1690.94,144
russell,mercedes,93.186,92.779,92.312,1.0,1.0,Las Vegas Grand Prix,False,1188.18,2261.09,145
hamilton,mercedes,93.225,92.567,108.106,10.0,2.0,Las Vegas Grand Prix,False,1588.8,2267.8,145
sainz,ferrari,93.484,92.711,92.41,2.0,3.0,Las Vegas Grand Prix,False,1329.27,2086.4,145
leclerc,ferrari,93.446,93.016,92.783,4.0,4.0,Las Vegas Grand Prix,False,1246.59,2087.04,145
max_verstappen,red_bull,93.299,93.085,92.797,5.0,5.0,Las Vegas Grand Prix,False,1550.75,2281.69,145
norris,mclaren,93.592,93.099,93.008,6.0,6.0,Las Vegas Grand Prix,False,1236.52,2008.95,145
piastri,mclaren,93.45,93.024,93.033,8.0,7.0,Las Vegas Grand Prix,False,1221.41,2010.02,145
hulkenberg,haas,93.92,93.114,93.062,9.0,8.0,Las Vegas Grand Prix,False,1184.54,1692.05,145
tsunoda,rb,93.789,93.089,93.029,7.0,9.0,Las Vegas Grand Prix,False,1137.86,1768.76,145
perez,red_bull,94.155,nan,nan,15.0,10.0,Las Vegas Grand Prix,False,1442.03,2285.98,145
alonso,aston_martin,94.258,nan,nan,16.0,11.0,Las Vegas Grand Prix,False,1366.9,1952.4,145
kevin_magnussen,haas,93.991,93.297,nan,12.0,12.0,Las Vegas Grand Prix,False,1130.76,1692.56,145
zhou,sauber,94.079,93.566,nan,13.0,13.0,Las Vegas Grand Prix,False,1215.69,1885.58,145
colapinto,williams,93.746,93.749,nan,20.0,14.0,Las Vegas Grand Prix,False,1213.15,1855.41,145
stroll,aston_martin,94.484,nan,nan,18.0,15.0,Las Vegas Grand Prix,False,1433.35,1954.3,145
lawson,rb,94.087,94.257,nan,14.0,16.0,Las Vegas Grand Prix,False,1199.43,1767.65,145
ocon,alpine,93.968,93.221,nan,11.0,17.0,Las Vegas Grand Prix,False,1310.25,1867.9,145
bottas,sauber,94.43,nan,nan,19.0,18.0,Las Vegas Grand Prix,False,1261.81,1885.48,145
albon,williams,94.425,nan,nan,17.0,nan,Las Vegas Grand Prix,False,1244.66,1852.91,145
gasly,alpine,93.691,92.879,92.664,3.0,nan,Las Vegas Grand Prix,False,1243.27,1855.4,145
max_verstappen,red_bull,81.579,80.687,80.52,2.0,1.0,Qatar Grand Prix,False,1552.49,2286.47,146
leclerc,ferrari,81.278,81.0,80.852,5.0,2.0,Qatar Grand Prix,False,1250.7,2090.43,146
piastri,mclaren,81.821,81.121,80.829,4.0,3.0,Qatar Grand Prix,False,1225.32,2013.25,146
russell,mercedes,81.241,81.069,80.575,1.0,4.0,Qatar Grand Prix,False,1187.64,2267.93,146
gasly,alpine,81.843,81.437,nan,11.0,5.0,Qatar Grand Prix,False,1249.8,1861.53,146
sainz,ferrari,81.447,81.199,81.041,7.0,6.0,Qatar Grand Prix,False,1331.19,2091.49,146
alonso,aston_martin,81.608,81.208,81.251,8.0,7.0,Qatar Grand Prix,False,1368.69,1956.29,146
zhou,sauber,82.103,81.501,nan,12.0,8.0,Qatar Grand Prix,False,1219.57,1889.18,146
kevin_magnussen,haas,81.891,81.387,81.5,10.0,9.0,Qatar Grand Prix,False,1135.77,1697.05,146
norris,mclaren,81.578,80.983,80.772,3.0,10.0,Qatar Grand Prix,False,1231.08,2008.64,146
bottas,sauber,81.927,81.731,nan,13.0,11.0,Qatar Grand Prix,False,1265.66,1891.28,146
hamilton,mercedes,81.637,81.095,81.011,6.0,12.0,Qatar Grand Prix,False,1583.77,2263.52,146
tsunoda,rb,82.364,81.771,nan,14.0,13.0,Qatar Grand Prix,False,1139.02,1766.25,146
lawson,rb,82.411,nan,nan,17.0,14.0,Qatar Grand Prix,False,1198.95,1768.49,146
albon,williams,82.39,nan,nan,16.0,15.0,Qatar Grand Prix,False,1244.43,1852.97,146
hulkenberg,haas,82.442,nan,nan,18.0,nan,Qatar Grand Prix,False,1183.32,1695.0,146
perez,red_bull,81.675,81.425,81.425,9.0,nan,Qatar Grand Prix,False,1429.54,2278.11,146
stroll,aston_martin,82.011,81.911,nan,15.0,nan,Qatar Grand Prix,False,1429.54,1952.69,146
colapinto,williams,82.594,nan,nan,19.0,nan,Qatar Grand Prix,False,1211.08,1851.29,146
ocon,alpine,82.714,nan,nan,20.0,nan,Qatar Grand Prix,False,1310.22,1860.17,146
norris,mclaren,83.682,83.098,82.595,1.0,1.0,Abu Dhabi Grand Prix,False,1233.32,2010.32,147
sainz,ferrari,83.487,82.985,82.824,3.0,2.0,Abu Dhabi Grand Prix,False,1333.46,2093.2,147
leclerc,ferrari,83.302,83.833,nan,19.0,3.0,Abu Dhabi Grand Prix,False,1266.36,2104.94,147
hamilton,mercedes,83.887,nan,nan,16.0,4.0,Abu Dhabi Grand Prix,False,1596.6,2273.14,147
russell,mercedes,83.678,83.283,83.132,6.0,5.0,Abu Dhabi Grand Prix,False,1189.12,2274.25,147
max_verstappen,red_bull,83.516,82.998,82.945,4.0,6.0,Abu Dhabi Grand Prix,False,1551.24,2277.17,147
gasly,alpine,83.548,83.086,82.984,5.0,7.0,Abu Dhabi Grand Prix,False,1248.29,1859.04,147
hulkenberg,haas,83.722,83.04,82.886,7.0,8.0,Abu Dhabi Grand Prix,False,1182.63,1694.48,147
alonso,aston_martin,83.794,83.268,83.196,8.0,9.0,Abu Dhabi Grand Prix,False,1368.01,1952.18,147
piastri,mclaren,83.64,83.199,82.804,2.0,10.0,Abu Dhabi Grand Prix,False,1218.58,2005.27,147
albon,williams,83.821,nan,nan,18.0,11.0,Abu Dhabi Grand Prix,False,1251.17,1856.34,147
tsunoda,rb,83.735,83.419,nan,11.0,12.0,Abu Dhabi Grand Prix,False,1138.59,1768.17,147
zhou,sauber,83.88,nan,nan,15.0,13.0,Abu Dhabi Grand Prix,False,1222.13,1893.2,147
stroll,aston_martin,83.729,83.784,nan,13.0,14.0,Abu Dhabi Grand Prix,False,1429.18,1951.91,147
doohan,alpine,84.105,nan,nan,17.0,15.0,Abu Dhabi Grand Prix,False,1951.91,1860.49,147
kevin_magnussen,haas,83.632,83.877,nan,14.0,16.0,Abu Dhabi Grand Prix,False,1134.29,1693.37,147
lawson,rb,83.733,83.472,nan,12.0,17.0,Abu Dhabi Grand Prix,False,1191.21,1762.37,147
bottas,sauber,83.481,83.341,83.204,9.0,nan,Abu Dhabi Grand Prix,False,1254.51,1884.84,147
colapinto,williams,83.912,nan,nan,20.0,nan,Abu Dhabi Grand Prix,False,1209.26,1854.98,147
perez,red_bull,83.559,83.379,83.264,10.0,nan,Abu Dhabi Grand Prix,False,1419.54,2269.67,147
norris,mclaren,75.912,75.415,75.096,1.0,1.0,Australian Grand Prix,True,1236.0,2007.28,148
max_verstappen,red_bull,76.018,75.565,75.481,3.0,2.0,Australian Grand Prix,True,1553.97,2271.72,148
russell,mercedes,75.971,75.798,75.546,4.0,3.0,Australian Grand Prix,True,1191.41,2275.97,148
antonelli,mercedes,76.525,nan,nan,16.0,4.0,Australian Grand Prix,True,2275.97,2287.51,148
albon,williams,76.245,76.017,75.737,6.0,5.0,Australian Grand Prix,True,1252.95,1856.32,148
stroll,aston_martin,76.369,76.483,nan,13.0,6.0,Australian Grand Prix,True,1438.85,1959.16,148
hulkenberg,sauber,76.579,nan,nan,17.0,7.0,Australian Grand Prix,True,1195.06,1894.16,148
leclerc,ferrari,76.029,75.827,75.755,7.0,8.0,Australian Grand Prix,True,1265.53,2104.32,148
piastri,mclaren,76.062,75.468,75.18,2.0,9.0,Australian Grand Prix,True,1211.76,2002.16,148
hamilton,ferrari,76.213,75.919,75.973,8.0,10.0,Australian Grand Prix,True,1594.52,2102.76,148
gasly,alpine,76.328,76.112,75.98,9.0,11.0,Australian Grand Prix,True,1246.28,1858.98,148
tsunoda,rb,76.225,76.009,75.67,5.0,12.0,Australian Grand Prix,True,1130.46,1756.27,148
ocon,haas,77.147,nan,nan,19.0,13.0,Australian Grand Prix,True,1316.38,1697.99,148
bearman,haas,nan,nan,nan,20.0,14.0,Australian Grand Prix,True,1207.32,1702.04,148
lawson,red_bull,77.094,nan,nan,18.0,nan,Australian Grand Prix,True,1187.93,2269.26,148
bortoleto,sauber,76.516,77.52,nan,15.0,nan,Australian Grand Prix,True,2269.26,1889.84,148
alonso,aston_martin,76.288,76.453,nan,12.0,nan,Australian Grand Prix,True,1358.73,1952.2,148
sainz,williams,76.36,75.931,76.062,10.0,nan,Australian Grand Prix,True,1321.46,1847.32,148
doohan,alpine,76.315,76.863,nan,14.0,nan,Australian Grand Prix,True,1193.17,1853.85,148
hadjar,rb,76.354,76.175,nan,11.0,nan,Australian Grand Prix,True,1853.85,1748.3,148
piastri,mclaren,91.591,91.2,90.641,1.0,1.0,Chinese Grand Prix,False,1215.36,2004.08,149
norris,mclaren,90.983,90.787,90.793,3.0,2.0,Chinese Grand Prix,False,1237.27,2005.79,149
russell,mercedes,91.295,91.307,90.723,2.0,3.0,Chinese Grand Prix,False,1193.03,2288.78,149
max_verstappen,red_bull,91.424,91.142,90.817,4.0,4.0,Chinese Grand Prix,False,1555.21,2271.78,149
ocon,haas,91.876,91.625,nan,11.0,5.0,Chinese Grand Prix,False,1324.2,1706.84,149
antonelli,mercedes,91.676,91.59,91.103,8.0,6.0,Chinese Grand Prix,False,1202.69,2290.64,149
albon,williams,91.503,91.595,91.706,10.0,7.0,Chinese Grand Prix,False,1255.63,1848.0,149
bearman,haas,92.018,nan,nan,17.0,8.0,Chinese Grand Prix,False,1215.14,1713.82,149
stroll,aston_martin,91.923,91.773,nan,14.0,9.0,Chinese Grand Prix,False,1445.68,1957.91,149
sainz,williams,91.628,91.84,nan,15.0,10.0,Chinese Grand Prix,False,1325.07,1852.29,149
hadjar,rb,91.162,91.253,91.079,7.0,11.0,Chinese Grand Prix,False,1197.69,1747.43,149
lawson,red_bull,92.174,nan,nan,20.0,12.0,Chinese Grand Prix,False,1196.98,2276.73,149
doohan,alpine,92.092,nan,nan,18.0,13.0,Chinese Grand Prix,False,1195.39,1857.75,149
bortoleto,sauber,92.141,nan,nan,19.0,14.0,Chinese Grand Prix,False,1201.93,1891.15,149
hulkenberg,sauber,91.921,91.632,nan,12.0,15.0,Chinese Grand Prix,False,1192.13,1889.29,149
tsunoda,rb,91.238,91.26,91.638,9.0,16.0,Chinese Grand Prix,False,1125.0,1742.23,149
alonso,aston_martin,91.719,91.688,nan,13.0,nan,Chinese Grand Prix,False,1353.05,1952.9,149
leclerc,ferrari,91.579,91.45,91.021,6.0,nan,Chinese Grand Prix,False,1265.41,2103.57,149
hamilton,ferrari,91.69,91.501,90.927,5.0,nan,Chinese Grand Prix,False,1595.86,2103.57,149
gasly,alpine,91.992,nan,nan,16.0,nan,Chinese Grand Prix,False,1249.34,1857.75,149
max_verstappen,red_bull,87.943,87.502,86.983,1.0,1.0,Japanese Grand Prix,False,1557.45,2278.41,150
norris,mclaren,87.845,87.146,86.995,2.0,2.0,Japanese Grand Prix,False,1238.95,2007.05,150
piastri,mclaren,87.687,87.507,87.027,3.0,3.0,Japanese Grand Prix,False,1216.58,2007.97,150
leclerc,ferrari,87.92,87.555,87.299,4.0,4.0,Japanese Grand Prix,False,1266.27,2104.21,150
russell,mercedes,87.843,87.4,87.318,5.0,5.0,Japanese Grand Prix,False,1193.62,2291.09,150
antonelli,mercedes,87.968,87.639,87.555,6.0,6.0,Japanese Grand Prix,False,1203.12,2291.41,150
hamilton,ferrari,87.942,87.61,87.61,8.0,7.0,Japanese Grand Prix,False,1597.28,2105.28,150
hadjar,rb,88.278,87.775,87.569,7.0,8.0,Japanese Grand Prix,False,1197.0,1741.71,150
albon,williams,88.218,87.783,87.615,9.0,9.0,Japanese Grand Prix,False,1256.06,1852.61,150
bearman,haas,88.228,87.711,87.867,10.0,10.0,Japanese Grand Prix,False,1215.67,1714.21,150
alonso,aston_martin,88.337,87.897,nan,12.0,11.0,Japanese Grand Prix,False,1354.79,1954.2,150
tsunoda,red_bull,87.967,88.0,nan,14.0,12.0,Japanese Grand Prix,False,1127.73,2280.45,150
gasly,alpine,88.186,87.822,nan,11.0,13.0,Japanese Grand Prix,False,1247.85,1856.64,150
sainz,williams,88.209,87.836,nan,15.0,14.0,Japanese Grand Prix,False,1326.58,1853.74,150
doohan,alpine,88.877,nan,nan,19.0,15.0,Japanese Grand Prix,False,1198.42,1858.91,150
hulkenberg,sauber,88.57,nan,nan,16.0,16.0,Japanese Grand Prix,False,1192.33,1889.44,150
lawson,rb,88.554,87.906,nan,13.0,17.0,Japanese Grand Prix,False,1193.46,1739.07,150
ocon,haas,88.696,nan,nan,18.0,18.0,Japanese Grand Prix,False,1323.57,1713.74,150
bortoleto,sauber,88.622,nan,nan,17.0,19.0,Japanese Grand Prix,False,1199.66,1887.73,150
stroll,aston_martin,89.271,nan,nan,20.0,20.0,Japanese Grand Prix,False,1443.86,1952.84,150
piastri,mclaren,91.392,90.454,89.841,1.0,1.0,Bahrain Grand Prix,False,1218.82,2009.65,151
russell,mercedes,91.494,90.664,90.009,3.0,2.0,Bahrain Grand Prix,False,1195.89,2293.12,151
norris,mclaren,91.107,90.56,90.267,6.0,3.0,Bahrain Grand Prix,False,1242.54,2012.34,151
leclerc,ferrari,91.454,90.724,90.175,2.0,4.0,Bahrain Grand Prix,False,1265.85,2104.96,151
hamilton,ferrari,91.219,91.009,90.772,9.0,5.0,Bahrain Grand Prix,False,1601.92,2108.44,151
max_verstappen,red_bull,91.303,91.019,90.423,7.0,6.0,Bahrain Grand Prix,False,1558.86,2281.51,151
gasly,alpine,91.462,90.643,90.216,4.0,7.0,Bahrain Grand Prix,False,1245.55,1857.18,151
ocon,haas,91.594,nan,nan,14.0,8.0,Bahrain Grand Prix,False,1330.51,1718.94,151
tsunoda,red_bull,91.751,91.228,91.303,10.0,9.0,Bahrain Grand Prix,False,1129.31,2282.69,151
bearman,haas,92.373,nan,nan,20.0,10.0,Bahrain Grand Prix,False,1224.38,1725.47,151
