Driver,Team,Q1,Q2,Q3,Start,Finish,Track,Rain,D_Elo,T_Elo,Race_Id 
ricciardo,renault,73.131,72.799,nan,13.0,nan,German Grand Prix,True,1278.58,1878.85,31
perez,racing_point,73.194,72.776,73.065,8.0,nan,German Grand Prix,True,1276.07,1849.35,31
hamilton,mercedes,76.068,75.548,74.769,3.0,1.0,Hungarian Grand Prix,False,1375.09,2068.69,32
max_verstappen,red_bull,75.817,75.573,74.572,1.0,2.0,Hungarian Grand Prix,False,1340.93,1971.28,32
vettel,ferrari,76.452,75.885,75.071,5.0,3.0,Hungarian Grand Prix,False,1330.11,1991.84,32
leclerc,ferrari,76.337,75.792,75.043,4.0,4.0,Hungarian Grand Prix,False,1210.12,1992.48,32
sainz,mclaren,76.493,76.308,75.852,8.0,5.0,Hungarian Grand Prix,False,1255.94,1908.43,32
gasly,red_bull,76.716,76.393,75.45,6.0,6.0,Hungarian Grand Prix,False,1209.57,1971.6,32
raikkonen,alfa,76.506,76.518,76.041,10.0,7.0,Hungarian Grand Prix,False,1310.94,1800.01,32
bottas,mercedes,76.078,75.669,74.59,2.0,8.0,Hungarian Grand Prix,False,1246.87,2065.22,32
norris,mclaren,76.697,76.06,75.8,7.0,9.0,Hungarian Grand Prix,False,1181.56,1907.12,32
albon,toro_rosso,76.912,76.687,nan,12.0,10.0,Hungarian Grand Prix,False,1205.77,1880.84,32
perez,racing_point,77.109,nan,nan,16.0,11.0,Hungarian Grand Prix,False,1281.53,1853.44,32
hulkenberg,renault,76.79,76.565,nan,11.0,12.0,Hungarian Grand Prix,False,1219.46,1878.53,32
kevin_magnussen,haas,76.122,77.081,nan,14.0,13.0,Hungarian Grand Prix,False,1183.82,1800.29,32
ricciardo,renault,77.257,nan,nan,20.0,14.0,Hungarian Grand Prix,False,1283.08,1881.9,32
kvyat,toro_rosso,76.75,76.692,nan,13.0,15.0,Hungarian Grand Prix,False,1206.55,1879.78,32
russell,williams,77.031,nan,nan,15.0,16.0,Hungarian Grand Prix,False,1205.2,1848.58,32
stroll,racing_point,77.542,nan,nan,18.0,17.0,Hungarian Grand Prix,False,1291.1,1853.76,32
giovinazzi,alfa,76.894,76.804,nan,17.0,18.0,Hungarian Grand Prix,False,1201.07,1799.09,32
kubica,williams,78.324,nan,nan,19.0,19.0,Hungarian Grand Prix,False,1195.48,1847.69,32
grosjean,haas,76.978,76.319,76.013,9.0,nan,Hungarian Grand Prix,False,1153.13,1791.93,32
leclerc,ferrari,103.587,102.938,102.519,1.0,1.0,Belgian Grand Prix,False,1212.36,1994.16,33
hamilton,mercedes,105.26,103.592,103.282,3.0,2.0,Belgian Grand Prix,False,1377.36,2066.93,33
bottas,mercedes,105.141,103.98,103.415,4.0,3.0,Belgian Grand Prix,False,1248.78,2068.36,33
vettel,ferrari,104.109,103.037,103.267,2.0,4.0,Belgian Grand Prix,False,1329.69,1993.84,33
albon,red_bull,105.528,105.799,nan,17.0,5.0,Belgian Grand Prix,False,1218.23,1980.95,33
perez,racing_point,105.732,104.707,104.706,7.0,6.0,Belgian Grand Prix,False,1282.94,1854.82,33
kvyat,toro_rosso,106.518,nan,nan,19.0,7.0,Belgian Grand Prix,False,1218.0,1888.37,33
hulkenberg,renault,105.899,104.549,104.542,12.0,8.0,Belgian Grand Prix,False,1224.35,1885.57,33
gasly,toro_rosso,106.435,nan,nan,13.0,9.0,Belgian Grand Prix,False,1214.47,1892.05,33
stroll,racing_point,106.0,105.047,nan,16.0,10.0,Belgian Grand Prix,False,1297.61,1859.7,33
norris,mclaren,106.154,104.847,nan,11.0,11.0,Belgian Grand Prix,False,1181.56,1900.48,33
kevin_magnussen,haas,105.839,104.738,105.086,8.0,12.0,Belgian Grand Prix,False,1179.98,1789.05,33
grosjean,haas,105.694,104.797,nan,9.0,13.0,Belgian Grand Prix,False,1149.35,1786.22,33
ricciardo,renault,105.56,104.103,104.257,10.0,14.0,Belgian Grand Prix,False,1279.4,1882.81,33
russell,williams,107.548,nan,nan,14.0,15.0,Belgian Grand Prix,False,1204.77,1847.37,33
raikkonen,alfa,105.842,104.14,104.557,6.0,16.0,Belgian Grand Prix,False,1300.85,1791.52,33
kubica,williams,nan,nan,nan,0.0,17.0,Belgian Grand Prix,False,1180.46,1836.1,33
giovinazzi,alfa,105.637,nan,nan,18.0,18.0,Belgian Grand Prix,False,1198.33,1791.52,33
sainz,mclaren,106.507,nan,nan,15.0,nan,Belgian Grand Prix,False,1255.94,1900.48,33
max_verstappen,red_bull,104.622,104.132,103.69,5.0,nan,Belgian Grand Prix,False,1325.74,1980.95,33
leclerc,ferrari,80.126,79.553,79.307,1.0,1.0,Italian Grand Prix,False,1214.6,1995.52,34
bottas,mercedes,80.156,80.018,79.354,3.0,2.0,Italian Grand Prix,False,1251.05,2070.07,34
hamilton,mercedes,80.272,79.464,79.346,2.0,3.0,Italian Grand Prix,False,1377.99,2070.54,34
ricciardo,renault,80.374,79.833,79.839,5.0,4.0,Italian Grand Prix,False,1281.05,1884.05,34
hulkenberg,renault,80.155,80.275,80.049,6.0,5.0,Italian Grand Prix,False,1225.83,1885.16,34
albon,red_bull,80.382,80.021,nan,8.0,6.0,Italian Grand Prix,False,1220.7,1982.81,34
perez,racing_point,81.291,nan,nan,18.0,7.0,Italian Grand Prix,False,1293.89,1867.91,34
max_verstappen,red_bull,nan,nan,nan,19.0,8.0,Italian Grand Prix,False,1336.14,1990.61,34
giovinazzi,alfa,80.657,80.517,nan,10.0,9.0,Italian Grand Prix,False,1199.91,1792.7,34
norris,mclaren,80.646,81.068,nan,16.0,10.0,Italian Grand Prix,False,1188.07,1905.36,34
gasly,toro_rosso,80.508,81.125,nan,17.0,11.0,Italian Grand Prix,False,1220.62,1896.66,34
stroll,racing_point,80.643,80.498,nan,9.0,12.0,Italian Grand Prix,False,1294.88,1865.87,34
vettel,ferrari,80.378,79.715,79.457,4.0,13.0,Italian Grand Prix,False,1321.07,1989.06,34
russell,williams,81.8,nan,nan,14.0,14.0,Italian Grand Prix,False,1205.39,1836.57,34
raikkonen,alfa,80.634,80.515,nan,0.0,15.0,Italian Grand Prix,False,1287.93,1783.01,34
grosjean,haas,80.784,nan,nan,13.0,16.0,Italian Grand Prix,False,1146.88,1784.37,34
kubica,williams,82.356,nan,nan,15.0,17.0,Italian Grand Prix,False,1178.81,1835.33,34
kevin_magnussen,haas,80.616,80.615,nan,11.0,nan,Italian Grand Prix,False,1179.98,1777.73,34
kvyat,toro_rosso,80.723,80.63,nan,12.0,nan,Italian Grand Prix,False,1218.0,1890.86,34
sainz,mclaren,80.413,80.202,80.455,7.0,nan,Italian Grand Prix,False,1255.94,1905.36,34
vettel,ferrari,98.374,96.72,96.437,3.0,1.0,Singapore Grand Prix,False,1324.4,1991.56,35
leclerc,ferrari,98.014,96.65,96.217,1.0,2.0,Singapore Grand Prix,False,1215.78,1992.45,35
max_verstappen,red_bull,98.54,97.089,96.813,4.0,3.0,Singapore Grand Prix,False,1338.05,1992.04,35
hamilton,mercedes,97.565,96.933,96.408,2.0,4.0,Singapore Grand Prix,False,1377.57,2070.22,35
bottas,mercedes,97.317,97.142,97.146,5.0,5.0,Singapore Grand Prix,False,1251.64,2070.67,35
albon,red_bull,99.106,97.865,97.411,6.0,6.0,Singapore Grand Prix,False,1221.13,1992.36,35
norris,mclaren,98.606,97.572,98.329,9.0,7.0,Singapore Grand Prix,False,1190.61,1907.26,35
gasly,toro_rosso,99.085,98.699,nan,11.0,8.0,Singapore Grand Prix,False,1224.4,1893.69,35
hulkenberg,renault,99.001,98.58,98.264,8.0,9.0,Singapore Grand Prix,False,1225.15,1884.65,35
giovinazzi,alfa,99.272,98.697,nan,10.0,10.0,Singapore Grand Prix,False,1200.44,1783.4,35
grosjean,haas,100.277,nan,nan,17.0,11.0,Singapore Grand Prix,False,1153.03,1782.34,35
sainz,mclaren,98.882,97.982,97.818,7.0,12.0,Singapore Grand Prix,False,1251.04,1903.58,35
stroll,racing_point,99.979,nan,nan,16.0,13.0,Singapore Grand Prix,False,1298.23,1868.38,35
ricciardo,renault,nan,nan,nan,20.0,14.0,Singapore Grand Prix,False,1285.55,1888.02,35
kvyat,toro_rosso,99.957,nan,nan,14.0,15.0,Singapore Grand Prix,False,1217.57,1893.37,35
kubica,williams,101.186,nan,nan,19.0,16.0,Singapore Grand Prix,False,1180.78,1836.81,35
kevin_magnussen,haas,99.942,99.65,nan,13.0,17.0,Singapore Grand Prix,False,1176.46,1779.7,35
raikkonen,alfa,99.454,98.858,nan,12.0,nan,Singapore Grand Prix,False,1280.19,1783.4,35
perez,racing_point,99.909,98.52,nan,15.0,nan,Singapore Grand Prix,False,1293.89,1864.78,35
russell,williams,100.867,nan,nan,18.0,nan,Singapore Grand Prix,False,1202.65,1836.81,35
hamilton,mercedes,93.23,93.134,92.03,2.0,1.0,Russian Grand Prix,True,1380.85,2073.13,36
bottas,mercedes,93.413,93.281,92.632,4.0,2.0,Russian Grand Prix,True,1255.2,2075.8,36
leclerc,ferrari,93.613,92.434,91.628,1.0,3.0,Russian Grand Prix,True,1215.94,1992.57,36
max_verstappen,red_bull,93.368,92.634,92.31,9.0,4.0,Russian Grand Prix,True,1344.89,1997.49,36
albon,red_bull,99.197,nan,nan,0.0,5.0,Russian Grand Prix,True,1218.26,1995.34,36
sainz,mclaren,94.184,93.807,93.222,5.0,6.0,Russian Grand Prix,True,1250.49,1903.17,36
perez,racing_point,94.336,93.958,nan,11.0,7.0,Russian Grand Prix,True,1299.69,1869.13,36
norris,mclaren,94.201,93.725,93.301,7.0,8.0,Russian Grand Prix,True,1189.78,1902.55,36
kevin_magnussen,haas,93.889,94.082,nan,13.0,9.0,Russian Grand Prix,True,1182.34,1784.11,36
hulkenberg,renault,94.236,93.898,93.289,6.0,10.0,Russian Grand Prix,True,1220.62,1884.62,36
stroll,racing_point,94.287,94.233,nan,14.0,11.0,Russian Grand Prix,True,1302.76,1872.53,36
kvyat,toro_rosso,99.544,nan,nan,19.0,12.0,Russian Grand Prix,True,1224.99,1898.94,36
raikkonen,alfa,94.84,nan,nan,15.0,13.0,Russian Grand Prix,True,1283.27,1785.71,36
gasly,toro_rosso,94.456,93.95,nan,16.0,14.0,Russian Grand Prix,True,1227.16,1901.01,36
giovinazzi,alfa,94.755,94.037,nan,12.0,15.0,Russian Grand Prix,True,1197.47,1783.48,36
kubica,williams,96.474,nan,nan,18.0,nan,Russian Grand Prix,True,1180.78,1834.35,36
russell,williams,95.356,nan,nan,17.0,nan,Russian Grand Prix,True,1202.65,1831.36,36
vettel,ferrari,93.032,92.536,92.053,3.0,nan,Russian Grand Prix,True,1324.4,1992.57,36
ricciardo,renault,94.138,93.862,93.661,10.0,nan,Russian Grand Prix,True,1273.55,1884.62,36
grosjean,haas,94.283,93.643,93.517,8.0,nan,Russian Grand Prix,True,1138.31,1784.11,36
bottas,mercedes,88.896,87.688,87.293,3.0,1.0,Japanese Grand Prix,False,1258.53,2078.3,37
vettel,ferrari,88.988,88.174,87.064,1.0,2.0,Japanese Grand Prix,False,1325.58,1993.46,37
hamilton,mercedes,88.735,87.826,87.302,4.0,3.0,Japanese Grand Prix,False,1382.76,2079.73,37
albon,red_bull,89.351,88.156,87.851,6.0,4.0,Japanese Grand Prix,False,1220.8,1997.24,37
sainz,mclaren,89.018,88.577,88.304,7.0,5.0,Japanese Grand Prix,False,1252.96,1904.4,37
leclerc,ferrari,88.405,88.179,87.253,2.0,6.0,Japanese Grand Prix,False,1213.41,1991.56,37
gasly,toro_rosso,89.411,88.779,88.836,9.0,7.0,Japanese Grand Prix,False,1229.7,1902.91,37
perez,racing_point,90.344,nan,nan,17.0,8.0,Japanese Grand Prix,False,1308.99,1879.51,37
stroll,racing_point,89.594,89.345,nan,12.0,9.0,Japanese Grand Prix,False,1306.6,1882.39,37
kvyat,toro_rosso,89.723,89.563,nan,14.0,10.0,Japanese Grand Prix,False,1229.82,1906.53,37
norris,mclaren,88.873,88.571,88.464,8.0,11.0,Japanese Grand Prix,False,1186.99,1902.31,37
raikkonen,alfa,89.636,89.358,nan,13.0,12.0,Japanese Grand Prix,False,1285.01,1784.79,37
grosjean,haas,89.572,89.144,89.341,10.0,13.0,Japanese Grand Prix,False,1135.68,1782.14,37
giovinazzi,alfa,89.604,89.254,nan,11.0,14.0,Japanese Grand Prix,False,1194.93,1782.89,37
kevin_magnussen,haas,nan,nan,nan,19.0,15.0,Japanese Grand Prix,False,1185.37,1784.41,37
russell,williams,90.364,nan,nan,18.0,16.0,Japanese Grand Prix,False,1204.12,1832.47,37
kubica,williams,nan,nan,nan,0.0,17.0,Japanese Grand Prix,False,1165.76,1821.2,37
max_verstappen,red_bull,88.754,88.499,87.851,5.0,nan,Japanese Grand Prix,False,1344.89,1985.84,37
ricciardo,renault,89.822,nan,nan,16.0,nan,Japanese Grand Prix,False,1273.55,1884.62,37
hulkenberg,renault,89.619,90.112,nan,15.0,nan,Japanese Grand Prix,False,1220.62,1884.62,37
hamilton,mercedes,76.424,75.721,75.262,3.0,1.0,Mexican Grand Prix,False,1386.09,2082.23,38
vettel,ferrari,76.696,75.914,75.17,2.0,2.0,Mexican Grand Prix,False,1327.26,1992.82,38
bottas,mercedes,77.062,75.852,75.338,6.0,3.0,Mexican Grand Prix,False,1262.12,2084.92,38
leclerc,ferrari,76.364,76.219,75.024,1.0,4.0,Mexican Grand Prix,False,1212.49,1992.13,38
albon,red_bull,76.175,76.574,75.336,5.0,5.0,Mexican Grand Prix,False,1221.39,1986.29,38
max_verstappen,red_bull,75.949,76.136,74.758,4.0,6.0,Mexican Grand Prix,False,1343.64,1985.35,38
perez,racing_point,77.465,76.687,nan,11.0,7.0,Mexican Grand Prix,False,1313.82,1886.01,38
ricciardo,renault,77.27,76.933,nan,13.0,8.0,Mexican Grand Prix,False,1279.5,1889.09,38
gasly,toro_rosso,77.065,76.679,76.586,10.0,9.0,Mexican Grand Prix,False,1231.28,1907.71,38
hulkenberg,renault,77.608,76.885,nan,12.0,10.0,Mexican Grand Prix,False,1223.41,1891.18,38
kvyat,toro_rosso,77.041,76.657,76.469,9.0,11.0,Mexican Grand Prix,False,1228.15,1906.46,38
stroll,racing_point,78.065,nan,nan,16.0,12.0,Mexican Grand Prix,False,1311.01,1889.31,38
sainz,mclaren,77.044,76.267,76.014,7.0,13.0,Mexican Grand Prix,False,1247.01,1897.84,38
giovinazzi,alfa,77.794,77.269,nan,15.0,14.0,Mexican Grand Prix,False,1196.44,1784.02,38
kevin_magnussen,haas,78.436,nan,nan,17.0,15.0,Mexican Grand Prix,False,1187.31,1785.86,38
russell,williams,78.823,nan,nan,19.0,16.0,Mexican Grand Prix,False,1206.09,1822.68,38
grosjean,haas,78.599,nan,nan,18.0,17.0,Mexican Grand Prix,False,1136.1,1786.18,38
kubica,williams,80.179,nan,nan,20.0,18.0,Mexican Grand Prix,False,1166.05,1822.9,38
raikkonen,alfa,77.225,76.967,nan,14.0,nan,Mexican Grand Prix,False,1285.01,1784.02,38
norris,mclaren,77.092,76.447,76.322,8.0,nan,Mexican Grand Prix,False,1186.99,1897.84,38
bottas,mercedes,93.75,93.16,92.029,1.0,1.0,United States Grand Prix,False,1264.36,2086.6,39
hamilton,mercedes,93.454,93.045,92.321,5.0,2.0,United States Grand Prix,False,1389.84,2089.41,39
max_verstappen,red_bull,93.549,93.12,92.096,3.0,3.0,United States Grand Prix,False,1344.86,1986.27,39
leclerc,ferrari,93.988,92.76,92.137,4.0,4.0,United States Grand Prix,False,1213.35,1992.77,39
albon,red_bull,93.984,92.898,92.548,6.0,5.0,United States Grand Prix,False,1222.87,1987.38,39
ricciardo,renault,93.835,93.608,93.488,9.0,6.0,United States Grand Prix,False,1283.09,1893.87,39
norris,mclaren,93.353,93.316,93.175,8.0,7.0,United States Grand Prix,False,1188.41,1898.91,39
sainz,mclaren,93.916,93.422,92.847,7.0,8.0,United States Grand Prix,False,1246.32,1898.39,39
hulkenberg,renault,94.092,93.815,nan,11.0,9.0,United States Grand Prix,False,1226.14,1895.91,39
perez,racing_point,95.808,nan,nan,0.0,10.0,United States Grand Prix,False,1306.16,1883.57,39
raikkonen,alfa,94.369,nan,nan,17.0,11.0,United States Grand Prix,False,1291.16,1788.63,39
kvyat,toro_rosso,94.138,93.989,nan,13.0,12.0,United States Grand Prix,False,1229.89,1907.77,39
stroll,racing_point,93.921,94.1,nan,14.0,13.0,United States Grand Prix,False,1312.68,1884.83,39
giovinazzi,alfa,94.226,nan,nan,16.0,14.0,United States Grand Prix,False,1198.74,1790.36,39
grosjean,haas,94.161,94.158,nan,15.0,15.0,United States Grand Prix,False,1136.56,1786.52,39
gasly,toro_rosso,93.556,93.715,93.601,10.0,16.0,United States Grand Prix,False,1231.28,1900.27,39
russell,williams,95.372,nan,nan,18.0,17.0,United States Grand Prix,False,1206.51,1823.22,39
kevin_magnussen,haas,93.812,93.979,nan,12.0,18.0,United States Grand Prix,False,1187.31,1780.72,39
kubica,williams,95.889,nan,nan,19.0,nan,United States Grand Prix,False,1166.05,1821.54,39
vettel,ferrari,93.766,93.782,92.041,2.0,nan,United States Grand Prix,False,1327.26,1979.82,39
max_verstappen,red_bull,68.242,67.503,67.508,1.0,1.0,Brazilian Grand Prix,False,1347.1,1989.06,40
gasly,toro_rosso,68.909,68.77,68.837,6.0,2.0,Brazilian Grand Prix,False,1235.92,1903.75,40
sainz,mclaren,nan,nan,nan,20.0,3.0,Brazilian Grand Prix,False,1262.4,1910.45,40
raikkonen,alfa,69.276,68.858,68.984,8.0,4.0,Brazilian Grand Prix,False,1295.74,1793.79,40
giovinazzi,alfa,69.175,68.919,nan,12.0,5.0,Brazilian Grand Prix,False,1206.79,1799.83,40
ricciardo,renault,69.086,68.903,nan,11.0,6.0,Brazilian Grand Prix,False,1288.97,1900.32,40
hamilton,mercedes,68.614,68.088,67.699,3.0,7.0,Brazilian Grand Prix,False,1386.85,2087.17,40
norris,mclaren,68.891,68.868,nan,10.0,8.0,Brazilian Grand Prix,False,1191.04,1912.42,40
perez,racing_point,69.288,69.035,nan,15.0,9.0,Brazilian Grand Prix,False,1312.93,1889.91,40
kvyat,toro_rosso,69.32,nan,nan,16.0,10.0,Brazilian Grand Prix,False,1236.4,1908.63,40
kevin_magnussen,haas,68.875,68.803,69.037,9.0,11.0,Brazilian Grand Prix,False,1185.64,1779.47,40
russell,williams,70.126,nan,nan,18.0,12.0,Brazilian Grand Prix,False,1212.19,1825.8,40
grosjean,haas,69.197,68.705,68.854,7.0,13.0,Brazilian Grand Prix,False,1130.61,1775.0,40
albon,red_bull,68.503,68.117,67.935,5.0,14.0,Brazilian Grand Prix,False,1213.99,1982.4,40
hulkenberg,renault,69.05,68.921,nan,13.0,15.0,Brazilian Grand Prix,False,1224.73,1899.26,40
kubica,williams,70.614,nan,nan,19.0,16.0,Brazilian Grand Prix,False,1168.02,1827.28,40
vettel,ferrari,68.556,68.05,67.631,2.0,17.0,Brazilian Grand Prix,False,1310.0,1979.82,40
leclerc,ferrari,68.496,67.888,67.728,14.0,18.0,Brazilian Grand Prix,False,1207.66,1979.82,40
stroll,racing_point,69.536,nan,nan,17.0,19.0,Brazilian Grand Prix,False,1312.68,1887.41,40
bottas,mercedes,68.545,68.232,67.874,4.0,nan,Brazilian Grand Prix,False,1264.36,2075.18,40
hamilton,mercedes,95.851,95.634,94.779,1.0,1.0,Abu Dhabi Grand Prix,False,1389.09,2076.86,41
max_verstappen,red_bull,96.39,96.275,95.139,2.0,2.0,Abu Dhabi Grand Prix,False,1348.78,1983.66,41
leclerc,ferrari,96.478,95.543,95.219,3.0,3.0,Abu Dhabi Grand Prix,False,1208.88,1980.74,41
bottas,mercedes,96.2,95.674,94.973,20.0,4.0,Abu Dhabi Grand Prix,False,1279.38,2088.13,41
vettel,ferrari,96.963,95.786,95.339,4.0,5.0,Abu Dhabi Grand Prix,False,1309.8,1980.59,41
albon,red_bull,96.102,96.718,95.682,5.0,6.0,Abu Dhabi Grand Prix,False,1213.53,1983.32,41
perez,racing_point,96.961,97.055,nan,10.0,7.0,Abu Dhabi Grand Prix,False,1316.61,1890.17,41
norris,mclaren,97.545,96.764,96.436,6.0,8.0,Abu Dhabi Grand Prix,False,1189.37,1911.16,41
kvyat,toro_rosso,97.683,97.141,nan,13.0,9.0,Abu Dhabi Grand Prix,False,1241.3,1912.31,41
sainz,mclaren,97.358,96.308,96.459,8.0,10.0,Abu Dhabi Grand Prix,False,1260.66,1909.86,41
ricciardo,renault,97.106,96.785,96.456,7.0,11.0,Abu Dhabi Grand Prix,False,1285.12,1896.37,41
hulkenberg,renault,97.506,96.859,96.71,9.0,12.0,Abu Dhabi Grand Prix,False,1222.0,1894.33,41
raikkonen,alfa,98.383,nan,nan,17.0,13.0,Abu Dhabi Grand Prix,False,1299.78,1802.86,41
kevin_magnussen,haas,97.71,97.254,nan,14.0,14.0,Abu Dhabi Grand Prix,False,1186.26,1775.47,41
grosjean,haas,98.051,nan,nan,15.0,15.0,Abu Dhabi Grand Prix,False,1131.07,1775.81,41
giovinazzi,alfa,98.114,nan,nan,16.0,16.0,Abu Dhabi Grand Prix,False,1206.99,1803.01,41
russell,williams,98.717,nan,nan,18.0,17.0,Abu Dhabi Grand Prix,False,1212.61,1827.6,41
gasly,toro_rosso,97.198,97.089,nan,11.0,18.0,Abu Dhabi Grand Prix,False,1229.17,1907.25,41
kubica,williams,99.236,nan,nan,19.0,19.0,Abu Dhabi Grand Prix,False,1166.84,1826.71,41
stroll,racing_point,97.528,97.103,nan,12.0,nan,Abu Dhabi Grand Prix,False,1312.68,1884.37,41
bottas,mercedes,64.111,63.015,62.939,1.0,1.0,Austrian Grand Prix,False,1281.62,2089.81,42
leclerc,ferrari,64.5,64.041,63.923,7.0,2.0,Austrian Grand Prix,False,1214.5,1984.81,42
norris,mclaren,64.606,63.819,63.626,3.0,3.0,Austrian Grand Prix,False,1190.59,1910.78,42
hamilton,mercedes,64.198,63.096,62.951,5.0,4.0,Austrian Grand Prix,False,1390.74,2091.05,42
sainz,mclaren,64.537,63.971,63.971,8.0,5.0,Austrian Grand Prix,False,1264.19,1913.43,42
perez,racing_point,64.543,63.86,63.868,6.0,6.0,Austrian Grand Prix,False,1317.04,1884.69,42
gasly,alphatauri,64.603,64.305,nan,12.0,7.0,Austrian Grand Prix,False,1235.12,1235.12,42
ocon,renault,64.933,64.643,nan,14.0,8.0,Austrian Grand Prix,False,1222.52,1899.53,42
giovinazzi,alfa,65.175,nan,nan,18.0,9.0,Austrian Grand Prix,False,1215.83,1809.64,42
vettel,ferrari,64.554,64.206,nan,11.0,10.0,Austrian Grand Prix,False,1311.47,1986.06,42
latifi,williams,65.757,nan,nan,20.0,11.0,Austrian Grand Prix,False,1986.06,1832.45,42
kvyat,alphatauri,65.031,64.431,nan,13.0,12.0,Austrian Grand Prix,False,1241.3,1794.99,42
albon,red_bull,64.661,63.746,63.868,4.0,13.0,Austrian Grand Prix,False,1213.53,1983.32,42
raikkonen,alfa,65.224,nan,nan,19.0,nan,Austrian Grand Prix,False,1299.78,1809.64,42
russell,williams,65.167,nan,nan,17.0,nan,Austrian Grand Prix,False,1212.61,1829.95,42
grosjean,haas,65.094,64.691,nan,15.0,nan,Austrian Grand Prix,False,1131.07,1772.21,42
kevin_magnussen,haas,65.164,nan,nan,16.0,nan,Austrian Grand Prix,False,1186.26,1769.2,42
stroll,racing_point,64.309,63.955,64.029,9.0,nan,Austrian Grand Prix,False,1312.68,1876.33,42
ricciardo,renault,64.556,64.023,64.239,10.0,nan,Austrian Grand Prix,False,1285.12,1899.53,42
max_verstappen,red_bull,64.024,64.0,63.477,2.0,nan,Austrian Grand Prix,False,1348.78,1983.32,42
hamilton,mercedes,78.188,77.825,79.273,1.0,1.0,Styrian Grand Prix,True,1393.42,2093.06,43
bottas,mercedes,78.791,78.657,80.701,4.0,2.0,Styrian Grand Prix,True,1285.18,2095.73,43
max_verstappen,red_bull,78.297,77.938,80.489,2.0,3.0,Styrian Grand Prix,True,1349.54,1983.89,43
albon,red_bull,80.882,79.014,81.011,6.0,4.0,Styrian Grand Prix,True,1216.57,1986.17,43
norris,mclaren,78.504,78.448,80.925,9.0,5.0,Styrian Grand Prix,True,1196.16,1917.61,43
perez,racing_point,81.607,nan,nan,17.0,6.0,Styrian Grand Prix,True,1330.73,1886.6,43
stroll,racing_point,79.697,79.645,nan,12.0,7.0,Styrian Grand Prix,True,1319.82,1891.95,43
ricciardo,renault,79.662,79.229,81.192,8.0,8.0,Styrian Grand Prix,True,1285.56,1899.86,43
sainz,mclaren,78.59,78.836,80.671,3.0,9.0,Styrian Grand Prix,True,1258.08,1913.03,43
kvyat,alphatauri,79.824,79.717,nan,13.0,10.0,Styrian Grand Prix,True,1245.92,1798.45,43
raikkonen,alfa,81.14,nan,nan,16.0,11.0,Styrian Grand Prix,True,1306.33,1814.55,43
kevin_magnussen,haas,81.14,80.211,nan,15.0,12.0,Styrian Grand Prix,True,1190.6,1772.45,43
grosjean,haas,nan,nan,nan,0.0,13.0,Styrian Grand Prix,True,1118.09,1762.72,43
giovinazzi,alfa,81.831,nan,nan,19.0,14.0,Styrian Grand Prix,True,1220.73,1818.22,43
gasly,alphatauri,80.192,78.744,81.028,7.0,15.0,Styrian Grand Prix,True,1225.45,1791.2,43
russell,williams,80.382,79.636,nan,11.0,16.0,Styrian Grand Prix,True,1207.04,1825.77,43
latifi,williams,81.759,nan,nan,18.0,17.0,Styrian Grand Prix,True,1200.51,1826.15,43
ocon,renault,79.687,78.764,80.922,5.0,nan,Styrian Grand Prix,True,1222.52,1899.86,43
leclerc,ferrari,80.871,79.628,nan,14.0,nan,Styrian Grand Prix,True,1207.67,1986.06,43
vettel,ferrari,80.243,79.545,81.651,10.0,nan,Styrian Grand Prix,True,1299.47,1986.06,43
hamilton,mercedes,74.907,74.261,73.447,1.0,1.0,Hungarian Grand Prix,True,1396.1,2097.74,44
max_verstappen,red_bull,75.495,74.976,74.849,7.0,2.0,Hungarian Grand Prix,True,1356.29,1991.23,44
bottas,mercedes,75.474,74.53,73.554,2.0,3.0,Hungarian Grand Prix,True,1285.94,2098.31,44
stroll,racing_point,74.895,75.176,74.377,3.0,4.0,Hungarian Grand Prix,True,1320.02,1892.1,44
albon,red_bull,75.722,75.715,nan,13.0,5.0,Hungarian Grand Prix,True,1227.5,1999.43,44
vettel,ferrari,75.455,75.131,74.774,5.0,6.0,Hungarian Grand Prix,True,1298.92,1985.65,44
perez,racing_point,74.681,75.394,74.545,4.0,7.0,Hungarian Grand Prix,True,1327.97,1890.03,44
ricciardo,renault,75.848,75.661,nan,11.0,8.0,Hungarian Grand Prix,True,1290.09,1903.26,44
sainz,mclaren,75.281,75.267,75.027,9.0,9.0,Hungarian Grand Prix,True,1258.6,1913.42,44
kevin_magnussen,haas,76.152,nan,nan,0.0,10.0,Hungarian Grand Prix,True,1181.41,1755.83,44
leclerc,ferrari,75.793,75.006,74.817,6.0,11.0,Hungarian Grand Prix,True,1201.87,1981.3,44
kvyat,alphatauri,76.204,nan,nan,17.0,12.0,Hungarian Grand Prix,True,1252.03,1795.78,44
norris,mclaren,75.444,75.085,74.966,8.0,13.0,Hungarian Grand Prix,True,1190.29,1909.02,44
ocon,renault,75.719,75.742,nan,14.0,14.0,Hungarian Grand Prix,True,1223.27,1903.82,44
raikkonen,alfa,76.614,nan,nan,20.0,15.0,Hungarian Grand Prix,True,1310.46,1821.32,44
grosjean,haas,76.407,nan,nan,0.0,16.0,Hungarian Grand Prix,True,1101.32,1743.26,44
giovinazzi,alfa,76.506,nan,nan,19.0,17.0,Hungarian Grand Prix,True,1221.84,1822.15,44
russell,williams,75.585,75.698,nan,12.0,18.0,Hungarian Grand Prix,True,1200.28,1821.08,44
